Gene	mock1	mock2	mock3	hrcc1	hrcc2	hrcc3
AT4G01110	1	0	3	0	1	4
AT4G01120	8	19	15	24	11	18
AT4G01130	6	23	57	9	15	17
AT4G01140	0	4	1	3	0	0
AT4G01150	1831	1308	4493	1566	491	3277
AT4G01160	0	11	0	0	4	1
AT4G01180	0	9	0	0	6	0
AT4G01190	0	1	0	0	0	0
AT4G01200	0	0	1	3	8	3
AT4G01210	52	79	138	79	52	138
AT4G01220	33	37	48	33	21	44
AT4G01230	1	4	2	0	1	3
AT4G01240	0	4	1	2	4	0
AT4G01250	24	13	13	105	92	391
AT4G01260	0	1	0	0	1	0
AT4G01270	0	1	1	2	0	0
AT4G01280	19	11	12	12	4	16
AT4G01290	199	187	746	330	218	1043
AT4G01310	367	334	1613	180	85	576
AT4G01320	88	71	216	111	72	314
AT4G01328	1	0	0	0	0	0
AT4G01330	69	79	55	33	29	38
AT4G01335	0	2	2	0	0	0
AT4G01360	13	16	3	11	19	7
AT4G01370	96	69	140	145	72	206
AT4G01390	0	1	6	6	1	5
AT4G01400	48	40	46	73	13	67
AT4G01410	17	46	17	15	27	15
AT4G01420	0	4	0	6	10	0
AT4G01430	14	8	9	5	10	19
AT4G01440	7	32	18	16	27	18
AT4G01450	5	10	13	16	6	25
AT4G01455	0	3	0	0	0	0
AT4G01460	23	9	27	10	3	9
AT4G01480	37	75	120	52	40	82
AT4G01490	0	2	1	0	6	1
AT4G01500	0	16	1	2	3	1
AT4G01505	0	0	0	0	1	1
AT4G01510	6	3	9	8	1	4
AT4G01515	0	0	0	1	1	0
AT4G01516	0	2	0	0	0	0
AT4G01520	0	8	0	0	0	0
AT4G01525	0	8	0	1	1	0
AT4G01533	0	0	1	0	2	1
AT4G01535	0	7	1	0	0	0
AT4G01540	30	56	13	87	88	63
AT4G01550	17	22	37	69	23	63
AT4G01560	114	140	184	190	101	238
AT4G01570	21	29	49	20	19	33
AT4G01575	0	0	1	2	5	1
AT4G01580	0	9	0	0	2	0
AT4G01590	68	65	128	69	57	95
AT4G01593	18	16	8	8	7	10
AT4G01595	0	0	1	0	0	0
AT4G01600	20	22	42	26	14	25
AT4G01610	306	172	187	280	138	264
AT4G01650	21	33	34	40	16	35
AT4G01660	18	11	49	42	27	67
AT4G01670	75	143	130	52	48	72
AT4G01671	0	0	0	0	2	0
AT4G01680	7	70	2	8	33	1
AT4G01690	175	134	339	137	65	251
AT4G01700	93	54	119	523	500	1359
AT4G01710	12	10	6	28	17	10
AT4G01720	66	97	119	240	147	572
AT4G01730	0	13	3	0	8	3
AT4G01740	0	0	4	0	2	5
AT4G01750	9	25	41	193	99	195
AT4G01760	0	3	0	0	0	0
AT4G01770	0	0	1	1	0	2
AT4G01790	8	0	9	3	1	7
AT4G01800	142	122	220	107	45	169
AT4G01810	78	65	252	136	77	444
AT4G01820	0	11	1	1	2	2
AT4G01830	0	1	0	0	5	0
AT4G01840	45	74	59	57	22	51
AT4G01850	466	254	897	697	446	1456
AT4G01860	11	9	33	22	15	53
AT4G01870	151	147	247	250	204	596
AT4G01880	26	14	17	28	18	28
AT4G01883	86	59	200	83	22	112
AT4G01890	0	7	0	0	0	0
AT4G01895	4	14	8	44	14	5
AT4G01897	64	64	11	75	23	14
AT4G01900	63	118	26	40	63	36
AT4G01910	0	0	3	0	3	2
AT4G01915	10	19	59	4	6	22
AT4G01920	6	8	15	14	20	20
AT4G01925	0	0	0	3	0	1
AT4G01930	0	0	0	0	1	0
AT4G01935	23	21	32	10	1	8
AT4G01940	116	139	96	129	64	75
AT4G01950	53	23	66	41	28	144
AT4G01960	47	34	53	71	39	69
AT4G01970	0	0	1	1	0	1
AT4G01975	0	0	0	0	21	0
AT4G01985	139	268	131	138	89	407
AT4G01990	7	1	11	21	3	7
AT4G01995	19	18	65	15	14	39
AT4G02000	0	3	0	0	0	1
AT4G02005	0	0	7	4	0	6
AT4G02010	25	44	132	45	53	133
AT4G02020	42	60	59	34	16	44
AT4G02030	18	18	49	41	35	69
AT4G02040	15	3	9	14	22	15
AT4G02050	53	40	46	32	38	32
AT4G02060	3	92	5	12	65	13
AT4G02070	7	22	10	21	15	8
AT4G02075	11	21	3	22	16	17
AT4G02080	74	147	148	120	45	178
AT4G02090	0	6	0	0	5	0
AT4G02100	8	34	14	16	46	13
AT4G02110	1	0	2	0	10	5
AT4G02120	42	33	68	78	18	55
AT4G02130	67	38	101	48	22	46
AT4G02140	0	0	0	0	0	2
AT4G02150	24	19	60	28	31	68
AT4G02160	2	4	1	1	3	0
AT4G02170	0	7	0	0	0	0
AT4G02180	0	3	0	2	0	0
AT4G02190	0	1	1	0	0	0
AT4G02195	33	29	17	32	14	20
AT4G02200	20	8	16	34	18	20
AT4G02210	4	3	15	9	3	18
AT4G02220	20	21	48	26	24	42
AT4G02230	137	156	309	150	86	515
AT4G02260	122	152	160	104	79	183
AT4G02270	0	2	2	9	12	0
AT4G02280	5	1	3	9	3	17
AT4G02290	2	4	1	5	5	1
AT4G02300	0	2	0	3	3	0
AT4G02310	0	1	0	0	0	0
AT4G02312	0	15	0	4	5	2
AT4G02320	3	1	1	0	2	0
AT4G02330	168	65	237	464	342	999
AT4G02340	97	71	194	164	63	378
AT4G02350	51	49	64	104	67	92
AT4G02360	13	11	21	15	13	16
AT4G02370	286	253	503	579	314	706
AT4G02380	142	62	52	425	246	240
AT4G02390	4	10	9	2	6	16
AT4G02400	10	43	59	50	24	58
AT4G02405	19	18	116	48	27	102
AT4G02410	37	78	92	80	32	164
AT4G02420	13	5	85	15	4	26
AT4G02425	8	10	9	6	8	5
AT4G02430	14	17	25	18	5	26
AT4G02440	95	72	232	69	49	227
AT4G02450	3286	3958	1305	3165	1195	2206
AT4G02460	3	9	9	10	0	7
AT4G02465	0	1	0	0	0	0
AT4G02480	195	195	361	274	163	583
AT4G02482	0	0	1	0	0	0
AT4G02485	1	8	2	0	2	4
AT4G02490	0	0	0	0	1	0
AT4G02500	68	102	129	78	70	142
AT4G02510	609	735	1072	524	223	855
AT4G02520	520	329	704	1122	371	1253
AT4G02530	471	366	1144	301	245	576
AT4G02540	14	13	33	27	20	51
AT4G02541	0	0	0	0	0	2
AT4G02550	47	40	18	46	16	40
AT4G02560	19	30	52	34	36	68
AT4G02570	280	193	357	377	169	500
AT4G02580	158	148	666	215	131	715
AT4G02590	70	83	94	92	66	126
AT4G02600	45	35	45	46	39	32
AT4G02610	16	9	22	4	11	18
AT4G02620	92	73	308	133	74	330
AT4G02630	47	48	120	22	10	42
AT4G02640	48	45	222	115	71	242
AT4G02650	6	2	1	0	10	1
AT4G02655	0	0	0	2	1	1
AT4G02660	0	8	4	6	12	12
AT4G02670	0	1	1	1	0	2
AT4G02680	32	28	102	43	17	69
AT4G02700	2	4	1	0	2	0
AT4G02710	43	35	20	24	7	22
AT4G02715	8	9	31	6	13	30
AT4G02720	103	120	80	130	42	119
AT4G02725	138	130	165	129	54	164
AT4G02730	9	4	25	25	29	28
AT4G02733	0	0	0	6	0	1
AT4G02740	24	35	43	48	20	67
AT4G02750	2	28	9	5	9	5
AT4G02760	0	1	11	1	9	13
AT4G02770	5787	4898	12171	4527	3163	7544
AT4G02780	0	16	1	4	9	0
AT4G02790	44	60	80	40	18	60
AT4G02800	0	0	1	0	0	2
AT4G02810	1	7	0	4	0	0
AT4G02820	15	26	27	26	11	13
AT4G02830	0	0	0	3	0	0
AT4G02840	104	105	216	151	101	211
AT4G02850	10	2	26	2	0	2
AT4G02860	76	63	100	99	55	160
AT4G02870	0	0	1	0	0	0
AT4G02871	0	5	0	0	8	0
AT4G02880	32	58	60	84	36	86
AT4G02890	202	151	155	242	117	227
AT4G02900	5	18	6	9	1	7
AT4G02910	0	11	0	7	14	0
AT4G02920	563	537	673	408	214	503
AT4G02930	105	65	144	152	78	303
AT4G02940	50	90	198	226	71	392
AT4G02960	0	3	0	0	6	0
AT4G02970	6	12	11	27	4	7
AT4G02980	18	18	37	22	17	40
AT4G02990	32	24	87	29	16	41
AT4G03000	42	56	48	44	26	44
AT4G03010	3	2	10	2	6	7
AT4G03020	159	170	194	156	126	191
AT4G03030	260	273	285	343	99	435
AT4G03038	1	0	0	0	0	0
AT4G03060	35	22	45	26	0	21
AT4G03063	0	0	1	0	0	0
AT4G03070	4	2	3	0	0	0
AT4G03080	116	103	216	160	92	321
AT4G03090	21	63	27	28	11	33
AT4G03100	0	5	1	0	3	2
AT4G03110	68	80	50	73	82	61
AT4G03115	12	5	6	8	7	5
AT4G03120	66	64	93	55	42	82
AT4G03130	0	0	1	0	7	1
AT4G03140	2	2	17	5	2	16
AT4G03150	35	37	77	21	37	39
AT4G03153	0	9	0	0	0	0
AT4G03156	0	17	0	0	3	0
AT4G03160	0	0	0	5	0	0
AT4G03170	0	0	0	0	1	0
AT4G03175	0	0	0	0	3	0
AT4G03180	72	93	99	119	69	113
AT4G03190	2	9	6	6	5	1
AT4G03200	98	64	148	93	26	121
AT4G03205	36	33	25	6	3	16
AT4G03210	16	9	14	6	4	6
AT4G03230	6	10	14	15	6	19
AT4G03240	4	11	9	15	2	5
AT4G03250	15	10	4	5	4	8
AT4G03260	92	81	168	147	98	216
AT4G03270	0	4	1	3	8	0
AT4G03280	2186	1737	4166	2008	1189	2460
AT4G03290	0	7	0	0	22	0
AT4G03295	3	0	0	0	0	0
AT4G03298	0	1	0	0	2	0
AT4G03300	0	3	0	0	1	0
AT4G03305	0	0	0	1	0	0
AT4G03310	5	6	5	7	18	2
AT4G03320	8	18	19	14	16	25
AT4G03330	0	0	0	3	0	0
AT4G03340	0	3	2	3	13	3
AT4G03370	0	4	0	0	0	0
AT4G03376	0	0	0	0	0	1
AT4G03390	64	97	101	84	70	86
AT4G03400	197	76	202	116	49	135
AT4G03410	80	91	126	126	77	107
AT4G03415	55	44	60	32	30	56
AT4G03420	43	40	31	65	40	52
AT4G03430	104	126	195	138	55	322
AT4G03437	0	0	0	0	2	0
AT4G03440	5	10	10	7	11	4
AT4G03450	41	24	126	107	99	199
AT4G03460	4	0	1	35	16	52
AT4G03470	0	1	0	1	6	0
AT4G03480	0	0	0	1	0	0
AT4G03490	0	0	3	0	2	3
AT4G03500	9	19	22	10	15	17
AT4G03505	0	0	0	0	0	1
AT4G03510	75	58	92	76	35	114
AT4G03520	1212	981	1359	765	523	1121
AT4G03540	0	1	0	0	0	2
AT4G03550	147	104	145	158	76	287
AT4G03560	186	141	235	192	152	278
AT4G03565	0	2	0	1	0	0
AT4G03580	0	0	0	1	0	0
AT4G03590	0	4	0	0	0	0
AT4G03600	4	3	6	3	2	6
AT4G03610	4	7	8	11	12	10
AT4G03635	5	0	23	2	4	17
AT4G03640	0	3	0	0	0	0
AT4G03670	0	2	0	0	0	0
AT4G03680	0	0	0	0	1	0
AT4G03710	0	39	0	12	21	2
AT4G03723	0	1	0	0	0	0
AT4G03730	0	1	0	0	0	0
AT4G03740	0	0	0	0	3	0
AT4G03750	0	1	0	0	0	0
AT4G03760	0	0	0	3	9	0
AT4G03775	0	0	0	0	1	0
AT4G03790	1	13	1	8	13	3
AT4G03800	0	0	1	0	1	0
AT4G03813	0	0	1	0	0	0
AT4G03816	0	21	2	11	13	1
AT4G03820	89	57	288	120	93	365
AT4G03823	0	0	0	0	2	0
AT4G03830	0	0	1	0	0	0
AT4G03835	0	0	0	0	1	0
AT4G03840	0	0	1	0	0	0
AT4G03860	0	3	0	9	4	1
AT4G03870	0	13	1	0	2	0
AT4G03885	0	6	0	0	2	0
AT4G03890	0	0	0	1	0	0
AT4G03910	0	1	0	2	0	0
AT4G03911	0	0	0	0	3	0
AT4G03920	0	20	4	8	25	1
AT4G03930	0	0	2	0	0	0
AT4G03935	6	6	16	7	4	14
AT4G03940	0	7	2	5	1	2
AT4G03945	1	9	0	4	4	1
AT4G03950	0	4	0	0	0	0
AT4G03960	7	0	3	17	5	14
AT4G03976	0	2	0	0	1	0
AT4G03980	0	1	0	0	0	0
AT4G03981	0	0	0	0	1	0
AT4G04000	0	13	0	0	6	0
AT4G04020	1454	1313	3287	1335	813	2655
AT4G04030	0	0	1	0	0	0
AT4G04040	67	117	334	94	32	234
AT4G04050	0	0	0	0	0	1
AT4G04077	0	32	0	0	15	2
AT4G04100	0	1	0	0	2	1
AT4G04105	0	0	0	1	0	0
AT4G04110	0	3	0	4	4	1
AT4G04120	0	9	0	0	5	0
AT4G04130	0	5	0	4	15	1
AT4G04140	0	0	0	0	4	0
AT4G04145	0	12	1	0	7	0
AT4G04150	0	4	0	0	0	0
AT4G04157	0	0	0	0	0	1
AT4G04170	0	10	0	0	13	0
AT4G04180	0	7	9	9	5	10
AT4G04190	0	6	6	1	1	9
AT4G04200	21	9	44	16	13	36
AT4G04210	76	83	242	79	57	214
AT4G04220	17	1	17	34	19	74
AT4G04221	0	0	1	0	0	0
AT4G04223	0	2	1	1	5	2
AT4G04245	0	0	0	0	2	0
AT4G04260	0	2	0	0	5	0
AT4G04270	0	7	1	0	3	0
AT4G04280	0	0	0	3	0	0
AT4G04290	0	0	0	4	10	0
AT4G04293	1	1	6	1	6	4
AT4G04296	0	6	0	0	3	1
AT4G04300	0	38	0	0	35	2
AT4G04310	0	10	0	0	0	0
AT4G04313	0	4	0	0	0	0
AT4G04315	0	6	0	0	3	1
AT4G04316	0	0	0	0	1	0
AT4G04320	30	29	33	37	21	43
AT4G04330	246	236	1065	153	80	532
AT4G04340	318	331	683	207	132	278
AT4G04350	59	50	146	31	22	86
AT4G04360	16	19	10	6	3	9
AT4G04370	10	11	11	4	7	6
AT4G04380	0	4	0	0	4	0
AT4G04390	0	2	0	0	1	0
AT4G04396	0	0	0	0	4	0
AT4G04402	0	2	0	0	0	0
AT4G04405	0	0	0	0	1	0
AT4G04407	0	0	0	3	3	0
AT4G04410	67	26	108	91	22	110
AT4G04420	0	7	0	2	1	0
AT4G04423	7	2	0	7	1	1
AT4G04426	0	3	0	0	0	0
AT4G04440	0	0	0	2	0	0
AT4G04450	8	0	19	3	4	40
AT4G04460	0	2	0	4	0	1
AT4G04470	16	6	24	15	2	20
AT4G04480	0	0	0	0	3	1
AT4G04490	27	20	12	40	59	60
AT4G04495	0	12	0	0	0	0
AT4G04500	21	0	17	12	3	29
AT4G04510	1	11	5	19	19	28
AT4G04520	0	16	0	9	9	0
AT4G04540	9	2	0	9	2	5
AT4G04550	0	0	0	0	0	1
AT4G04560	0	0	0	0	1	0
AT4G04570	45	51	110	56	43	121
AT4G04600	0	8	0	0	0	0
AT4G04610	124	136	211	167	59	204
AT4G04614	47	69	16	47	44	19
AT4G04620	28	33	31	19	22	33
AT4G04630	5	59	11	8	18	3
AT4G04635	18	17	5	4	5	0
AT4G04640	1548	1290	3364	1144	579	1897
AT4G04655	0	3	1	0	2	0
AT4G04660	0	0	0	1	0	0
AT4G04670	1	10	23	12	8	31
AT4G04692	66	65	51	63	37	21
AT4G04693	3	10	0	4	9	1
AT4G04695	8	11	24	9	0	21
AT4G04700	3	9	5	33	25	40
AT4G04710	1	8	1	4	0	3
AT4G04720	61	58	190	109	92	237
AT4G04740	19	27	29	36	24	46
AT4G04745	30	25	9	24	13	11
AT4G04750	10	80	16	10	23	9
AT4G04760	0	4	0	0	2	0
AT4G04770	372	331	374	352	162	309
AT4G04780	10	7	47	12	14	38
AT4G04790	4	5	19	19	7	24
AT4G04800	56	41	111	105	37	235
AT4G04810	0	0	3	0	0	1
AT4G04830	9	17	17	3	2	13
AT4G04840	90	45	71	95	52	82
AT4G04850	51	78	74	68	68	63
AT4G04860	41	30	50	75	35	72
AT4G04870	9	17	34	8	14	39
AT4G04880	10	29	14	3	23	9
AT4G04885	31	19	47	25	18	39
AT4G04890	30	42	58	49	26	33
AT4G04900	0	4	0	2	2	0
AT4G04910	78	200	182	129	106	216
AT4G04920	23	23	62	52	39	181
AT4G04925	10	11	28	9	0	26
AT4G04930	0	4	0	0	0	0
AT4G04940	15	10	50	24	19	56
AT4G04950	26	37	47	42	30	33
AT4G04953	0	2	0	4	0	0
AT4G04955	24	31	27	27	17	17
AT4G04960	156	77	57	212	146	332
AT4G04970	20	25	33	30	12	22
AT4G04980	0	3	0	3	2	1
AT4G04990	0	1	0	4	4	0
AT4G05000	11	21	53	26	22	65
AT4G05010	16	19	12	38	9	22
AT4G05018	0	1	0	0	0	1
AT4G05020	39	46	36	37	42	97
AT4G05030	0	0	1	3	4	0
AT4G05040	11	59	17	8	15	9
AT4G05050	392	331	524	716	365	922
AT4G05053	0	0	0	0	3	0
AT4G05060	22	94	76	79	43	75
AT4G05070	271	197	185	194	117	234
AT4G05071	0	0	0	0	0	1
AT4G05073	0	10	0	0	2	0
AT4G05080	0	0	2	0	0	0
AT4G05090	34	6	45	14	14	22
AT4G05100	40	46	37	21	29	74
AT4G05110	0	10	1	1	7	4
AT4G05120	21	31	42	42	28	71
AT4G05130	0	9	1	10	7	3
AT4G05133	0	0	0	1	2	0
AT4G05136	0	4	0	0	2	0
AT4G05140	0	3	0	0	0	0
AT4G05150	248	221	368	222	154	495
AT4G05160	47	41	208	132	101	297
AT4G05180	1803	1461	2939	1010	434	1478
AT4G05190	0	9	0	4	7	1
AT4G05200	0	9	0	0	2	0
AT4G05210	1	4	0	0	4	0
AT4G05220	2	0	2	0	0	0
AT4G05230	3	0	1	0	0	0
AT4G05240	0	0	1	0	0	0
AT4G05260	0	0	0	0	0	1
AT4G05280	0	2	0	0	0	0
AT4G05306	0	0	0	2	0	0
AT4G05320	1217	1000	1712	1937	1198	2426
AT4G05330	20	27	11	16	32	13
AT4G05370	0	2	0	0	0	0
AT4G05390	42	25	27	42	30	53
AT4G05400	5	14	26	16	2	27
AT4G05410	39	73	143	76	16	139
AT4G05420	95	64	103	57	62	101
AT4G05430	0	0	3	0	0	1
AT4G05440	7	2	15	5	9	17
AT4G05450	11	16	31	9	8	21
AT4G05460	7	5	26	22	3	66
AT4G05470	0	0	0	0	9	0
AT4G05497	0	0	1	1	0	0
AT4G05500	0	7	0	1	0	0
AT4G05502	0	4	1	0	2	0
AT4G05505	0	1	0	6	6	0
AT4G05520	5	1	4	0	0	1
AT4G05526	0	0	0	0	1	0
AT4G05530	69	70	162	103	71	168
AT4G05550	0	6	0	0	2	0
AT4G05553	0	3	0	1	0	0
AT4G05570	0	4	0	0	4	0
AT4G05580	0	0	0	0	1	0
AT4G05582	0	0	0	0	5	0
AT4G05585	0	13	1	2	22	0
AT4G05586	0	0	0	0	5	1
AT4G05588	0	4	0	0	0	0
AT4G05589	0	0	0	0	1	0
AT4G05590	17	15	36	40	9	31
AT4G05591	0	0	0	2	0	0
AT4G05593	0	3	0	0	10	0
AT4G05597	0	0	2	0	4	0
AT4G05612	0	0	12	0	25	0
AT4G05631	16	9	0	6	0	2
AT4G05633	0	3	0	0	0	0
AT4G05635	14	151	8	19	98	1
AT4G05638	0	0	1	0	0	0
AT4G05640	0	3	0	0	0	0
AT4G05918	0	1	0	0	1	0
AT4G06196	0	0	0	3	0	0
AT4G06474	0	1	0	0	12	0
AT4G06477	99	2135	506	546	2410	410
AT4G06479	0	0	0	0	0	1
AT4G06481	0	1	0	0	0	0
AT4G06482	0	0	0	0	4	0
AT4G06484	0	0	1	0	0	0
AT4G06485	0	11	1	23	30	1
AT4G06487	0	12	0	8	21	0
AT4G06488	0	2	0	8	0	0
AT4G06491	0	0	1	0	0	0
AT4G06495	0	0	0	0	0	1
AT4G06497	0	0	0	1	1	0
AT4G06498	0	0	0	0	3	1
AT4G06499	0	22	3	8	28	3
AT4G06500	3	0	0	0	0	0
AT4G06501	0	1	0	0	0	0
AT4G06503	0	3	0	1	1	0
AT4G06506	5	44	0	4	17	2
AT4G06508	0	0	0	0	3	0
AT4G06509	0	0	0	0	0	1
AT4G06513	0	1	0	0	0	0
AT4G06515	0	8	0	0	4	0
AT4G06518	0	0	0	0	5	0
AT4G06522	0	0	2	3	1	0
AT4G06523	0	4	0	0	0	0
AT4G06527	0	4	0	1	0	0
AT4G06528	0	37	1	13	19	3
AT4G06529	0	0	0	0	0	1
AT4G06530	0	3	0	0	0	0
AT4G06532	0	1	0	0	0	0
AT4G06533	0	0	0	2	0	0
AT4G06534	6	0	13	2	0	8
AT4G06536	1	0	1	2	0	0
AT4G06538	0	0	0	0	2	1
AT4G06539	0	2	0	5	5	0
AT4G06540	0	2	0	0	0	0
AT4G06542	0	3	0	0	1	0
AT4G06543	0	0	0	0	1	0
AT4G06544	1	0	0	0	1	0
AT4G06546	0	4	0	2	12	0
AT4G06547	0	0	0	0	0	1
AT4G06549	0	2	0	0	0	0
AT4G06551	0	2	0	0	0	0
AT4G06552	0	0	0	0	1	1
AT4G06553	0	3	0	3	5	2
AT4G06554	0	3	0	0	1	0
AT4G06555	0	0	1	2	4	0
AT4G06556	0	33	1	10	25	1
AT4G06558	0	2	0	0	1	0
AT4G06560	0	0	0	0	2	0
AT4G06563	0	0	0	2	0	0
AT4G06565	0	0	0	1	0	0
AT4G06566	0	0	0	2	0	1
AT4G06567	0	13	0	0	1	1
AT4G06568	0	6	0	0	0	0
AT4G06570	0	0	0	0	3	0
AT4G06571	0	14	0	7	2	0
AT4G06572	0	2	1	1	1	0
AT4G06573	0	0	0	0	1	0
AT4G06574	0	7	0	0	5	0
AT4G06576	0	1	1	0	0	0
AT4G06578	0	4	2	0	8	0
AT4G06579	1	28	0	10	13	0
AT4G06580	0	3	0	8	1	0
AT4G06581	0	5	0	0	0	0
AT4G06582	0	4	0	0	0	0
AT4G06584	0	0	0	1	0	0
AT4G06585	0	3	0	0	0	0
AT4G06587	0	5	0	0	7	0
AT4G06588	0	0	1	0	1	0
AT4G06589	0	0	0	0	2	0
AT4G06590	0	4	0	0	4	0
AT4G06591	0	0	1	0	3	0
AT4G06593	0	15	0	3	16	0
AT4G06594	0	2	0	0	0	0
AT4G06595	0	3	0	0	1	0
AT4G06596	0	0	1	0	0	0
AT4G06597	0	2	1	2	1	0
AT4G06598	6	5	11	3	6	1
AT4G06599	27	14	71	35	42	79
AT4G06605	0	4	0	4	3	0
AT4G06606	0	0	0	0	2	0
AT4G06607	0	2	0	0	0	0
AT4G06608	0	3	0	0	4	1
AT4G06615	0	8	0	1	1	0
AT4G06621	0	3	0	0	0	0
AT4G06622	0	0	0	0	3	0
AT4G06627	0	1	0	0	0	0
AT4G06629	0	0	0	0	4	0
AT4G06630	0	0	0	0	1	1
AT4G06631	0	5	0	0	0	0
AT4G06634	40	71	70	69	28	80
AT4G06635	4	0	0	0	0	0
AT4G06636	0	0	2	0	0	0
AT4G06638	0	3	0	2	0	0
AT4G06640	0	4	1	2	1	1
AT4G06644	0	10	0	0	1	0
AT4G06648	0	4	0	0	0	0
AT4G06654	0	0	0	2	0	0
AT4G06656	0	2	1	0	1	0
AT4G06658	0	5	0	1	0	0
AT4G06660	0	5	0	0	5	0
AT4G06664	0	2	0	0	0	0
AT4G06670	0	3	1	0	5	0
AT4G06672	0	0	0	1	0	0
AT4G06674	0	7	0	0	0	0
AT4G06676	9	6	11	15	12	16
AT4G06682	0	4	1	3	0	0
AT4G06684	8	0	0	1	0	1
AT4G06686	0	8	1	0	0	0
AT4G06688	0	0	0	0	1	1
AT4G06692	0	2	0	3	0	0
AT4G06694	0	0	0	0	2	0
AT4G06698	0	1	0	0	3	1
AT4G06700	0	53	2	4	281	3
AT4G06701	0	6	5	6	4	2
AT4G06708	0	0	0	0	1	0
AT4G06712	0	5	0	0	0	0
AT4G06714	0	0	0	0	1	0
AT4G06720	0	1	0	1	0	0
AT4G06722	0	6	0	0	0	0
AT4G06735	0	5	1	18	9	0
AT4G06738	0	0	1	2	7	1
AT4G06740	0	0	0	0	7	0
AT4G06742	0	6	3	2	13	2
AT4G06744	23	13	45	41	30	97
AT4G06746	296	354	131	383	215	121
AT4G06750	0	18	0	0	13	0
AT4G06752	0	4	0	1	4	1
AT4G07031	0	3	0	0	0	0
AT4G07315	0	0	0	0	1	0
AT4G07320	0	0	0	0	4	0
AT4G07324	0	0	0	0	1	0
AT4G07327	0	0	0	3	0	0
AT4G07330	0	2	0	0	0	0
AT4G07334	0	3	6	5	5	0
AT4G07338	0	4	0	0	0	0
AT4G07339	0	3	0	0	2	0
AT4G07355	0	3	0	0	0	0
AT4G07380	0	6	0	0	0	1
AT4G07390	80	76	86	96	81	125
AT4G07400	1	3	5	7	4	11
AT4G07408	0	0	0	0	1	0
AT4G07410	44	43	84	56	46	109
AT4G07415	0	2	0	0	1	1
AT4G07420	0	2	0	0	0	0
AT4G07425	0	11	0	7	14	0
AT4G07440	0	0	0	0	1	0
AT4G07450	0	0	0	0	1	0
AT4G07454	0	1	0	0	0	0
AT4G07460	0	7	1	2	0	1
AT4G07470	0	10	0	0	0	0
AT4G07480	0	0	0	0	2	0
AT4G07490	0	3	0	0	0	0
AT4G07491	0	3	0	1	4	0
AT4G07492	0	0	1	1	0	0
AT4G07493	0	4	0	0	0	1
AT4G07494	0	1	0	2	2	0
AT4G07495	0	0	3	0	3	0
AT4G07502	0	0	0	0	5	0
AT4G07507	28	32	33	9	25	19
AT4G07516	1	13	0	1	16	0
AT4G07520	0	0	0	0	2	0
AT4G07525	0	0	0	0	0	1
AT4G07526	0	6	0	0	5	0
AT4G07530	0	0	0	1	4	0
AT4G07566	0	0	0	0	1	0
AT4G07570	0	0	1	5	0	1
AT4G07580	0	1	0	2	2	0
AT4G07583	0	1	0	0	3	0
AT4G07595	0	3	0	2	0	0
AT4G07620	0	0	0	0	1	0
AT4G07630	0	8	0	0	8	0
AT4G07650	0	2	0	0	0	0
AT4G07662	0	0	0	0	0	1
AT4G07664	0	1	0	1	0	0
AT4G07680	0	0	0	0	3	0
AT4G07685	0	6	0	1	1	0
AT4G07693	0	1	1	0	0	0
AT4G07696	0	17	0	2	24	0
AT4G07713	0	1	0	0	3	0
AT4G07720	0	1	0	0	5	0
AT4G07733	0	18	2	6	34	2
AT4G07736	0	0	0	0	0	2
AT4G07738	0	57	5	16	26	1
AT4G07740	0	0	0	0	1	0
AT4G07742	0	2	1	0	0	0
AT4G07747	0	9	0	9	8	0
AT4G07750	0	3	0	0	3	0
AT4G07755	0	0	0	0	6	0
AT4G07760	0	0	0	0	1	0
AT4G07770	0	3	0	0	0	0
AT4G07780	0	0	0	0	2	0
AT4G07790	0	0	0	0	6	0
AT4G07803	0	0	0	0	1	0
AT4G07806	0	12	0	0	4	0
AT4G07820	4	0	2	7	17	11
AT4G07825	59	51	209	79	72	220
AT4G07830	0	5	3	2	7	2
AT4G07841	0	0	0	0	2	0
AT4G07856	0	1	0	0	0	0
AT4G07869	0	1	0	0	1	0
AT4G07915	0	3	0	1	7	1
AT4G07932	0	0	1	0	0	0
AT4G07935	0	7	0	0	4	0
AT4G07936	0	2	0	0	2	0
AT4G07938	0	0	0	0	1	0
AT4G07939	0	0	0	0	1	0
AT4G07942	0	32	1	7	23	1
AT4G07947	0	29	1	0	16	1
AT4G07950	11	18	20	25	15	39
AT4G07960	1	0	0	4	8	2
AT4G07965	0	0	0	0	2	0
AT4G07967	0	0	0	1	15	0
AT4G07970	0	4	1	0	15	0
AT4G07990	82	85	116	91	58	156
AT4G08013	0	0	0	1	0	0
AT4G08020	0	10	1	2	22	1
AT4G08030	0	0	0	0	16	0
AT4G08032	0	4	0	0	0	0
AT4G08033	0	48	0	0	34	0
AT4G08035	69	81	109	99	75	90
AT4G08036	0	2	0	0	0	0
AT4G08039	0	0	0	0	1	0
AT4G08040	0	0	0	2	1	0
AT4G08050	3	11	1	3	4	0
AT4G08053	0	13	0	3	9	0
AT4G08054	0	13	0	0	11	1
AT4G08060	0	4	0	0	0	0
AT4G08072	0	3	0	0	0	0
AT4G08078	0	28	0	9	2	2
AT4G08090	0	0	0	8	1	0
AT4G08091	0	2	0	2	4	0
AT4G08092	0	5	0	0	0	0
